school,code,name,description,skills
SUSS,ANL307,Predictive Modelling,"ANL307 Predictive Modelling aims to equip students with the skills and knowledge in developing predictive models to solve business problems. The course covers important concepts (such as issues in model construction, evaluation, selection and deployment) that underpin the proper development of useful models. Last but not least, the course also covers applications of predictive modelling using cloud services.","['predictive', 'modelling', 'model', 'construction', 'evaluation', 'deployment', 'predictive', 'modelling', 'cloud', 'service']"
SUSS,ANL310,Business Analytics Applications and Issues,"ANL310 Business Analytics Applications and Issues aims to equip students with the knowledge of various applications of business analytics in different industries. The course covers data mining applications used specifically in various industries, including fault detection in manufacturing sector, cross-selling and up-selling for service providers (for e.g., telecommunication) and customer loyalty, retention and churn in the retail sector. Towards the end of the course, issues in deployment of data mining models are also discussed.","['business', 'analytics', 'application', 'issue', 'business', 'analytics', 'data', 'mining', 'cross', 'selling', 'selling', 'deployment', 'data', 'mining', 'model']"
SUSS,ANL312,Text Mining and Applied Project Formulation,ANL312 Text Mining and Applied Project Formulation covers Text Mining as well as topics related to the formulation of the Applied Project such as Applied Project Research and report writing. The aim of this course is to broaden students' exposure to the breadth and depth of text mining and its applications and also to enable the students to carry out a prototype of the Applied Project so that they are more prepared for the Applied Project. Specific software will be used intensively in the course to provide hands-on applications of the topics covered.,"['text', 'mining', 'applied', 'project', 'formulation', 'text', 'mining', 'report', 'writing', 'text', 'mining']"
SUSS,ANL488,Business Analytics Applied Project,"With this project, students will apply the techniques and skills they acquired to individually assigned problems. Students will identify appropriate projects in which data mining techniques will be applied to provide useful information to make decisions.","['data', 'mining']"
SUSS,BUS105,Statistics,"This course provides students with an understanding of statistical concepts and techniques to generate information for decision-making. The course covers descriptive statistics, probability distributions, sampling distribution, interval estimation, hypothesis testing, ANOVA and regression. Emphasis will be placed on acquiring the analytical and interpretative skills needed to understand statistical findings.","['statistical', 'concept', 'technique', 'statistic', 'probability', 'distribution', 'sampling', 'distribution', 'interval', 'estimation', 'hypothesis', 'testing', 'anova', 'regression', 'analytical', 'skill']"
SUSS,FIN203,Essentials of Financial Management,"A business graduate needs to understand the essentials of finance so that he/she will be able to interact effectively with the finance and other functions in the organisation pertaining to financial matters. FIN203 Essentials of Financial Management aims to equip business graduates with the requisite knowledge and skills relating to finance concepts and models to understand the implications of the firm’s activities on its finances. A broad range of topics, covering financial statements, cash flows, valuation, time value of money, risk and return, cost of capital, capital structure, investment and financial planning is covered. Such knowledge and skills would be highly useful for those aspiring to start their own business or those who work in smaller firms that do not employ finance specialists.","['finance', 'finance', 'essential', 'financial', 'management', 'finance', 'financial', 'statement', 'cash', 'flow', 'valuation', 'time', 'value', 'money', 'risk', 'return', 'cost', 'capital', 'capital', 'structure', 'investment', 'financial', 'planning']"
SUSS,MKT202e,Marketing Management,"MKT202 Marketing Management is designed to introduce functions of the marketing department and the importance of marketing for modern organisations. In this course, students will learn classic marketing theories that remain relevant as well as contemporary marketing practices focusing on technology and digital marketing. This course also aims to build students’ knowledge and skills in the managerial aspects of marketing, including the development and execution of marketing plans and programmes.","['marketing', 'management', 'marketing', 'marketing', 'marketing', 'theory', 'technology', 'digital', 'marketing', 'development', 'execution', 'marketing', 'plan', 'programme']"
SUSS,ACC353,Accounting Analytics,"ACC353 Accounting Analytics covers the application of data analytical methods and tools to assist accounting professionals in their analysis of accounting and other data. The course will equip the students with skills to integrate analytical methods with management and accounting knowledge. It will also enable them to understand Big Data and how it impacts accounting and business processes. The course will focus on analytics techniques for decision making and examining data in financial accounting, management accounting and auditing functions. Students will learn the basic knowledge and skills in selecting and applying software tools used in data analytics for accounting and related work.","['accounting', 'analytics', 'data', 'analytical', 'method', 'assist', 'accounting', 'analysis', 'accounting', 'analytical', 'method', 'management', 'accounting', 'knowledge', 'impact', 'accounting', 'business', 'process', 'examining', 'data', 'financial', 'accounting', 'management', 'accounting', 'auditing', 'function', 'selecting', 'data', 'analytics', 'accounting']"
SUSS,ANL317,Business Forecasting,"ANL317 Business Forecasting equips students with the skills and knowledge to use time-series modelling techniques to predict future trends and changes that can help businesses make proactive decisions. At the end of this course, students will be competent in executing the entire forecasting process − from preparing data, identifying specific patterns of a time series, to choosing an appropriate model that produces meaningful and actionable forecasting results.","['business', 'forecasting', 'time', 'series', 'modelling', 'forecasting', 'preparing', 'data', 'identifying', 'specific', 'pattern']"
SUSS,ANL321,Statistical Methods,"ANL321 Statistical Methods explores the mathematical foundation of statistical inference and approaches. It begins with an introduction to basic mathematics for statistics, and then, to random variables and probability, the formulation of estimators and their properties, and regression models and their different variations. Students will learn statistical design thinking towards the estimation and identification of causality. They will learn the various pitfalls in regressions and the formulation of appropriate regression solutions to address various business and policy challenges. Students are expected to have mathematical foundations in calculus and should have attained a good grade in an undergraduate Statistics module (e.g., BUS105) as this course assumes fundamental knowledge in Statistics.","['statistical', 'method', 'statistical', 'inference', 'mathematics', 'statistic', 'random', 'variable', 'probability', 'formulation', 'estimator', 'regression', 'model', 'statistical', 'design', 'thinking', 'estimation', 'identification', 'causality', 'regression', 'regression', 'calculus', 'statistic', 'statistic']"
SUSS,ANL351,SAS Programming and its Application,"ANL351 SAS Programming and its Application introduces the fundamentals of SAS programming. Topics include introducing the various component to the SAS Language, working with SAS and non-SAS datasets, preparing data, summarizing data, producing reports and producing reusable SAS code.","['sa', 'programming', 'application', 'sa', 'sa', 'sa', 'preparing', 'data', 'summarizing', 'data', 'producing', 'report', 'sa']"
SUSS,ANL355,Applied Operations Research,"ANL355 Applied Operations Research introduces students to the optimization process and covers techniques such as the Simplex Method, Network Simplex, integer programming, non-linear programming and dynamic programming. Case studies will be used extensively to help illustrate the various techniques covered. Hands-on using computer software (e.g., Excel, AMPL) will also be taught in this course.","['applied', 'operation', 'research', 'optimization', 'simplex', 'method', 'network', 'simplex', 'integer', 'programming', 'non', 'linear', 'programming', 'dynamic', 'programming', 'computer', 'software', 'excel']"
SUSS,BIS388,Independent Study,"Independent Study is a one-semester course in which a student will work on a selected academic 
endeavour with the direct supervision of an academic supervisor. The academic endeavour could be in 
any approved form, such as a short research project, short internship stint, an independent overseas 
study trip, and others. Any academic endeavour chosen by the student must first be approved by the 
School and supervised by the academic supervisor. The academic endeavour can be proposed by either 
the student or School. Students will need to have their proposals approved by the School prior to the 
start of the semester in which the enrolled course commences.
The course will be assessed by various forms as deemed suitable for the type of academic endeavour 
embarked upon. The assessment will consist of an OCAS component (40% of total course marks) as 
well as an OES component (60% of total course marks). The student will need to obtain at least 40% in 
each component to pass the course",[]
SUSS,BME363,Applications of Artificial Intelligence in Healthcare,"BME363 introduces the concept of artificial intelligence through data analytics, which can be used to analyse large amount of data, in order to provide useful information for decision-making. In the context of healthcare, large amounts of data such as electronic health records (EHRs) and “omics” data have become available through various stakeholders of the healthcare industry (payers, providers, pharmaceuticals). These data can be used to derive insights for improving medical care, disease staging and therapy monitoring. This course involves the use of open-source Python software and related toolboxes for data processing and also highlights specific biomedical applications in the field of bioinformatics, personalised medicine, diagnostics and medical informatics.","['artificial', 'intelligence', 'data', 'analytics', 'python', 'data', 'processing', 'bioinformatics', 'medicine', 'diagnostics', 'medical', 'informatics']"
SUSS,BUS102,Management in the Digital Age,"BUS102 Management in the Digital Age is an introductory course in management theory and application. This course introduces the fundamental concepts and principles of business management and new developments in the industry to students. It provides students with knowledge of the four management functions – planning, organising, leading and controlling – in the light of the ever changing and turbulent business environment, especially when disruptive innovations are the norm. It addresses some key issues that are directly relevant to day-to-day business operations. This foundational knowledge base of management principles and concepts will enable students to enhance their own management capabilities and to understand contemporary issues in management, and what it takes to manage organisations in the digital era. This course also provides students with examples, applications and implications to the modern organisations.","['management', 'digital', 'age', 'business', 'management', 'planning', 'organising', 'leading', 'controlling', 'management']"
SUSS,BUS107,Quantitative Methods,"BUS107 Quantitative Methods introduces management science techniques and their potential applications in various business challenges. Students will learn and practise the use of quantitative methods for various purposes, such as linear programming for optimisation problems and simulation for estimating performance measures. This course will cover linear programming, forecasting, decision analysis, simulation, and network flow problems. In addition to manual methods, this course also presents software tools for performing computing tasks. At the end of the course, students will learn how to transform data into better decisions.","['quantitative', 'method', 'management', 'science', 'linear', 'programming', 'optimisation', 'simulation', 'linear', 'programming', 'forecasting', 'decision', 'analysis', 'simulation', 'network', 'flow']"
SUSS,BUS201,Contract and Agency Law,"BUS201 Contract & Agency Law introduces students to the key elements of contract and agency law and the role of contractual and agency relationships in business. In respect of contract law, the goal of the course is to demonstrate how contract law facilitates business transactions by being the “glue” which binds parties to perform their agreements. In respect of agency law, the goal is to show how legal rules shape the numerous agency relationships which are found within the Singapore business environment. Throughout the course, students will be exposed to relevant Singapore case law and legislation in order to highlight the practical application of these topics in business transactions","['contract', 'agency', 'law', 'contract', 'agency', 'law']"
SUSS,BUS352,Operations Analytics,"Improvements in data-collecting technologies have changed the way firms make informed and effective business decisions. BUS352 Operations Analytics focuses on the use of analytics, together with data, to analyse and solve operational problems in various business settings, and transform data into information to support decision making. In BUS352 Operations Analytics, students will gain a better understanding of the classic operations problems with data support, as well as learn to describe and present operational data in a meaningful and informative way. Students will also be exposed to analytics techniques and learn how to apply them to construct quantitative models, e.g., forecasting, optimisation and simulation models, to solve operational problems. Students will learn how to choose the best course of action in the face of uncertainty.","['effective', 'business', 'decision', 'operation', 'analytics', 'together', 'data', 'operation', 'analytics', 'data', 'support', 'describe', 'present', 'operational', 'data', 'construct', 'quantitative', 'model', 'forecasting', 'optimisation', 'simulation', 'model']"
SUSS,BUS353,Project Management,"BUS353 Project Management will provide both theoretical and practical insights on Project Management with the objective of providing a solid foundation for students to be knowledgeable on the subject, and become effective project team members and potentially project managers. This course covers topics such as request for proposal, proposal submission, risk assessment, project scheduling, resource allocation, cost estimation and budgeting. The roles and responsibilities of the project manager, project team and organization structures will also be covered.","['project', 'management', 'project', 'management', 'proposal', 'proposal', 'submission', 'risk', 'assessment', 'project', 'scheduling', 'resource', 'allocation', 'cost', 'estimation', 'budgeting']"
SUSS,BUS357,Starting and Managing a business,"BUS357 Starting and Managing a Business provides students with fundamental knowledge of entrepreneurship and its value to society, markets, and to individual entrepreneurs who innovate. The course provides an explanation of the entrepreneurial mindset and characteristics that drive success. It also provides tools to help entrepreneurs identify and act upon opportunities and able to swiftly pivot when required to. Students will get a first-hand experience of how it is like to build a start-up, from having an idea to validating it to pitching the idea to investors. Students will form groups to brainstorm business ideas and go through the process of validating and testing the idea and coming up with a prototype and eventually prepare a pitch for investors. The course would also discuss frameworks for (i) strategic, financial, legal, and business planning to start and develop a business, and (ii) exit strategy for the entrepreneur.","['starting', 'managing', 'business', 'mindset', 'characteristic', 'build', 'start', 'idea', 'validating', 'idea', 'investor', 'process', 'validating', 'testing', 'idea', 'coming', 'prototype', 'prepare', 'pitch', 'strategic', 'financial', 'legal', 'business', 'planning']"
SUSS,ECO202,Economic Ideas and Models for Business,"ECO202 Economic Ideas and Models for Business provides students with fundamental knowledge from economic methods that are applied to business. It is the science of decision making for allocating scarce resources in the management of a business or other organisation. The first part of the course covers the principles of microeconomics focusing on consumers’ and producers’ decision making for welfare and profit maximisation, respectively while the second part covers a few key principles of macroeconomics. The course covers the framework of demand and supply, market and efficiency, cost and production decision in an economy, game theories applied to business, information and externality, and a nation’s income, inflation and economic growth in the long run.","['economic', 'idea', 'model', 'business', 'consumer', 'producer', 'decision', 'making', 'market', 'efficiency', 'cost', 'game', 'theory', 'inflation']"
SUSS,ENG233,Internet of Things (IoT),"ENG233 Internet of Things (IoT) introduces the concepts of IoT and the underlying technologies. Students learn about the IoT architecture, system requirements, IoT system design, interfaces, communication protocols and data storage. This course introduces security issues in IoT systems and outlines measures to maintain the system security. Applications and case studies of IoT are discussed. Students will gain hands-on experience in designing IoT systems during the lab sessions using Raspberry pi or a suitable platform together with the relevant sensors. Students use the Electronics labs to prototype the IoT systems.","['internet', 'thing', 'iot', 'iot', 'iot', 'architecture', 'system', 'requirement', 'iot', 'system', 'design', 'interface', 'communication', 'protocol', 'data', 'storage', 'iot', 'system', 'system', 'security', 'iot', 'iot', 'system', 'pi', 'iot', 'system']"
SUSS,ICT233,Data Programming,"This course introduces students to the language (that is, protocol) adopted in the communication between a web server and client (browser), called the HyperText Transport Protocol (HTTP). Students will learn to write a program to talk HTTP with web servers to download web pages from the World Wide Web (WWW). By understanding the format of the web pages in HyperText Markup Language (HTML), the information in the web pages can be extracted in the form of an object. Students then learn how to design traditional database and store the information of the objects using the Object-Relational Mapping (ORM) method. Students will also learn how to Create, Read, Update and Destroy (CRUD) records of a database system. A data structure, DataFrame, will be introduced so that CRUD operations on information can be performed through a programming language.","['hypertext', 'transport', 'protocol', 'http', 'write', 'program', 'http', 'hypertext', 'markup', 'language', 'html', 'design', 'traditional', 'database', 'object', 'relational', 'mapping', 'orm', 'create', 'read', 'update', 'destroy', 'crud', 'database', 'system', 'crud', 'programming', 'language']"
SUSS,ICT330,Database Management Systems,"ICT330 Database Management Systems introduces students to relational databases, data 
modelling and the theory of relations as applied to the representation of models of data. The 
aim of this course is to equip students with an understanding of database systems concepts and 
in particular, using and then designing both read-only and updateable relational databases. The 
data sublanguage SQL, covered in practical lab sessions using a database management system 
such as Oracle Database system, includes both SQL Data Definition Language (DDL) for the 
implementation of the physical database from the Logical Data Model and Data Manipulation 
Language (DML) for data manipulation and query. The implementation of database objects 
such as views, triggers and stored procedures using SQL procedural extensions to fulfill 
business requirements are also explored in practical lab sessions. The system administration of 
multi-user database systems will also be covered to address issues such as concurrency, 
database backup, recovery and security.","['database', 'management', 'system', 'relational', 'database', 'data', 'modelling', 'database', 'system', 'relational', 'database', 'sql', 'database', 'management', 'system', 'oracle', 'database', 'system', 'sql', 'data', 'definition', 'language', 'ddl', 'implementation', 'database', 'object', 'view', 'trigger', 'stored', 'procedure', 'sql', 'procedural', 'extension', 'database', 'system', 'concurrency', 'database', 'backup', 'recovery', 'security']"
SUSS,MKT365,Social Media Metrics & Analytics,"The objective of MKT365 Social Media Metrics & Analytics is to equip students with practical skills in acquiring and analysing data from social media with Python. Students will be exposed to the analytic methods that can be used to convert social media data to marketing insights. Students will be able to implement Python tools for data collection, gathering the information needed to get started with applications such as natural language processing (NLP), social network analysis, and data visualization. This course will allow students to learn how to access data from mainstream social networks such as Twitter and Facebook, and how to perform different types of analysis in order to extract useful insights from the raw data and to present the results to support decision making in digital marketing.","['social', 'medium', 'metric', 'analytics', 'acquiring', 'analysing', 'data', 'python', 'python', 'data', 'collection', 'natural', 'language', 'processing', 'nlp', 'social', 'network', 'analysis', 'data', 'visualization', 'decision', 'making', 'digital', 'marketing']"
SUSS,MKT371,Customer Insights and Analytics,"MKT371 Customer Insights and Analytics aims to develop competency in conducting quantitative marketing research. It equips students with practical knowledge and skills to collect survey data, conduct appropriate statistical analysis, as well as extracting insights for decision making.","['customer', 'insight', 'analytics', 'collect', 'survey', 'data', 'statistical', 'analysis']"
SUSS,MKT390,Marketing Research,"Marketing research is considered one of the key functions in marketing. The topics covered in this course include: the role and value of marketing research information, technology in the research process, designing the research project, sampling and its issues, scale measurements, and questionnaire design issues.","['marketing', 'research', 'marketing', 'marketing', 'research', 'sampling', 'scale', 'measurement', 'questionnaire', 'design']"
SUTD,10.014,Computational Thinking for Design,"An introductory programming course that combines programming both in the architectural design and computing contexts targeted at novice programmers. It will introduce students to programming and design computing skills that are essential for their studies in SUTD, regardless of their choice of major. Students will learn visual programming and python programming together with design concepts, and will apply these skills in related projects. Acquire conceptual knowledge and skills for visual and python programming Implement a working visual/textual program to generate variations of a 3‐dimensional model in accordance to a given geometric problem
Develop python programs that meet a set of specifications to solve computational problems.
Produce a physical artefact as the final outcome of a computational process for a design project.
Develop and deliver a written report on time that describes the results of the design project.","['programming', 'programming', 'architectural', 'design', 'programming', 'design', 'computing', 'visual', 'programming', 'python', 'programming', 'visual', 'python', 'programming', 'visual', 'textual', 'program', 'python', 'computational']"
SUTD,50.001,Information Systems & Programming,"This course is an introduction to the design and programming of information systems. Topics include object oriented programming, data structures, mobile system and programming, design pattern and use of software libraries. Sample applications include Internet of Things, Android app and data analytics. Identify and describe the requirements for an information system.
Use object-oriented methodology to produce a modular and testable design.
Work as part of a team to produce a working system on time. Apply the key concepts of Object Oriented Programming [exams].
Use inheritance, polymorphism, encapsulation and method overloading in designing software systems. [projects, homework, exams].
Identify classes, members of a class and the relationships among them needed for a specific problem [projects, homework, exams].
Implement and test basic algorithms and data structures [projects, homework, exams).
Apply basic principles of user-interface design [projects, homework].
Develop skills in systematic testing and debugging [projects].
Work together in a team [projects].","['design', 'programming', 'information', 'system', 'object', 'oriented', 'programming', 'data', 'structure', 'mobile', 'system', 'programming', 'design', 'pattern', 'use', 'software', 'library', 'internet', 'thing', 'android', 'app', 'data', 'analytics', 'object', 'oriented', 'methodology', 'produce', 'modular', 'object', 'oriented', 'programming', 'exam', 'inheritance', 'polymorphism', 'encapsulation', 'designing', 'software', 'system', 'exam', 'exam', 'test', 'basic', 'algorithm', 'data', 'structure', 'exam', 'user', 'interface', 'design', 'project', 'systematic', 'testing', 'debugging', 'project']"
SUTD,50.002,Computation Structures,"This course introduces architecture of digital systems, emphasising structural principles common to a wide range of technologies. Topics include Multilevel implementation strategies; definition of new primitives (e.g., gates, instructions, procedures, and processes) and their mechanisation using lower-level elements. Analysis of potential concurrency; precedence constraints and performance measures; pipelined and multidimensional systems; instruction set design issues; architectural support for contemporary software structures. State the role of abstraction in the design of large digital systems, and explain the major software and hardware abstractions in contemporary computer systems.
Design simple hardware systems based on a variety of digital abstractions such as ROMs, logic arrays and state machines.
Synthesize digital systems from a library of representative components and test the designs under simulation.
Describe the operation of a moderately complex digital system — a simple RISC-based computer — down to the gate level, and be able to specify, implement and debug its components.
Appreciate the technical skills necessary to be a capable digital systems engineer.
Explain the fundamentals of modern operating systems. Identify flaws and limitations in simple systems implemented using the static discipline.
Identify flaws and limitations in simple systems implemented using clocked registers with asynchronous inputs.
Identify flaws and limitations in simple systems implemented using semaphores for process synchronization.
Characterize the logic function of combinational devices using CMOS, ROM or PLA technologies.
Explain synthesis issues for combinational devices using CMOS, ROM or PLA technologies from their functional specification.
Explain synthsis of acyclic circuits from combinational components.
Calculate performance characteristics of acyclic circuits with combinational components.
Explain and calculate performance characteristics of single-clock sequential circuits.
Implement a simple RISC-based CPU architecture.
Explain the underlaying theory of memory hierarchy.
Implement a device handler using interrupt and SVC.
Implement a synchronization system for processes using semaphore.","['architecture', 'digital', 'system', 'structural', 'principle', 'multilevel', 'implementation', 'strategy', 'new', 'primitive', 'gate', 'instruction', 'procedure', 'process', 'analysis', 'potential', 'concurrency', 'precedence', 'constraint', 'performance', 'measure', 'pipelined', 'multidimensional', 'system', 'instruction', 'set', 'design', 'issue', 'architectural', 'support', 'contemporary', 'software', 'structure', 'simple', 'hardware', 'system', 'based', 'rom', 'logic', 'array', 'state', 'machine', 'synthesize', 'digital', 'system', 'test', 'design', 'simulation', 'operating', 'system', 'identify', 'flaw', 'limitation', 'simple', 'system', 'identify', 'flaw', 'limitation', 'simple', 'system', 'identify', 'flaw', 'limitation', 'simple', 'system', 'process', 'synchronization', 'combinational', 'device', 'cmos', 'rom', 'cmos', 'rom', 'calculate', 'performance', 'characteristic', 'acyclic', 'circuit', 'combinational', 'calculate', 'performance', 'characteristic', 'single', 'clock', 'sequential', 'circuit', 'theory', 'memory', 'hierarchy']"
SUTD,50.003,Elements of Software Construction,"This course is an introduction to the fundamental principles and techniques of software construction that have greatest impact on practice. Topics include capturing the essence of a problem by recognizing and inventing suitable abstractions; key paradigms, including basic concepts of software design and their expression using notations from Unified Modeling Language (UML); software testing, automated software test generation, automated software security testing via blackbox, greybox and whitebox fuzzing approaches, detection and removal of software code smells, software coding standards to avoid security loopholes, concurrent programming, including programming with threads and processes, understanding concurrency problems like deadlock and data race. This course includes exercises in software design, implementation, testing and reasoning. Design medium-scale software system from scratch: formulating and analyzing the problem to be solved; writing formal software requirements, exploring and formulating system designs; and using extensive and systematic testing and reasoning to ensure quality.
Apply key software engineering ideas, including invariants, decoupling, and data abstraction.
Apply key software engineering ideas, including software design, specification, abstraction, verification and correctness.
Apply widely used design concepts and notations (UML diagrams) and patterns in exploring and articulating problems and designs.
Learning effective techniques on ensuring quality of large-scale software systems.
Apply concepts of systematic software testing to discover bugs (including security vulnerabilities) in large-scale software systems.
Apply concepts to reason about the security loopholes in software systems.
Learning secure software coding standards.
Learning key concepts in developing concurrent programs.
Learning key concepts in reasoning and testing concurrent programs. Build medium-scale software prototype (LO 1-5).
Design solution to questions related to the requirement prior to software development. (LO1, LO2 and LO4).
Design blackbox, whitebox and diabolic software tests for validating software prototype. (LO6).
Design critical part of the software by reasoning about its security. (LO8).
Design small/medium-scale concurrent programs. (LO9).
Design techniques to reason about the correctness of the concurrent programs (LO10).
Design software prototype with the objective of its maintainability and security. (LO5, LO7).
Design sofware testing methodologies to automatically discover potential security vulnerabilities, such as program crashes (LO6).","['software', 'design', 'unified', 'modeling', 'language', 'uml', 'software', 'testing', 'automated', 'software', 'test', 'generation', 'automated', 'software', 'security', 'testing', 'blackbox', 'whitebox', 'approach', 'detection', 'removal', 'software', 'code', 'software', 'coding', 'standard', 'concurrent', 'programming', 'programming', 'thread', 'process', 'understanding', 'concurrency', 'problem', 'deadlock', 'data', 'race', 'software', 'design', 'implementation', 'testing', 'reasoning', 'design', 'medium', 'scale', 'software', 'system', 'scratch', 'formulating', 'analyzing', 'problem', 'solved', 'writing', 'formal', 'software', 'requirement', 'exploring', 'formulating', 'system', 'design', 'extensive', 'systematic', 'testing', 'reasoning', 'software', 'engineering', 'idea', 'invariant', 'decoupling', 'data', 'abstraction', 'software', 'engineering', 'idea', 'software', 'design', 'specification', 'abstraction', 'verification', 'correctness', 'uml', 'diagram', 'exploring', 'quality', 'large', 'scale', 'software', 'system', 'systematic', 'software', 'testing', 'security', 'vulnerability', 'large', 'scale', 'software', 'system', 'security', 'software', 'coding', 'standard', 'scale', 'software', 'prototype', 'lo', 'lo', 'blackbox', 'whitebox', 'software', 'test', 'validating', 'software', 'prototype', 'small', 'medium', 'scale', 'concurrent', 'program', 'design', 'software', 'prototype', 'automatically', 'discover', 'potential', 'security', 'vulnerability', 'program', 'crash']"
SUTD,50.004,Algorithms,"This course is an introduction to algorithms and algorithmic thinking. The course covers common algorithms, algorithmic paradigms, and data structures that can be used to solve computational problems. Emphasis is placed on understanding why algorithms work, and how to analyze the complexity of algorithms. Students will learn the underlying thought process on how to design their own algorithms, including how to use suitable data structures and techniques such as dynamic programming to design algorithms that are efficient. At the end of the term, students will be able to:

Analyze the running times of algorithms.
Demonstrate familiarity with major algorithms and data structures.
Use suitable data structures in algorithms to solve computational problems.
Identify major issues in the implementation of algorithms.
Solve algorithmic issues in the design of information systems.
Understand graphs as data structures, and implement graph traversals.
Apply Bellman-Ford algorithm and Dijkstra’s algorithm to compute shortest paths in graphs.
Design efficient algorithms using dynamic programming to solve computational problems.
Analyze NP-complete problems and apply polynomial-time reductions to problems. Compute the asymptotic complexity of algorithms.
Analyze and apply properties of data structures.
Design algorithms that build upon basic operations on data structures.
Apply and/or modify existing algorithms to solve computational problems.
Compute hash tables and perform re-hashing.
Implement graph-based algorithms on provided graphs.
Design efficient algorithms using dynamic programming.
Analyze NP-complete problems and apply polynomial-time reductions to problems.","['data', 'structure', 'analyze', 'complexity', 'algorithm', 'dynamic', 'programming', 'design', 'algorithm', 'data', 'structure', 'data', 'structure', 'compute', 'shortest', 'path', 'dynamic', 'programming', 'np', 'complete', 'problem', 'complexity', 'algorithm', 'data', 'structure', 'operation', 'data', 'structure', 'apply', 'modify', 'existing', 'algorithm', 'graph', 'based', 'algorithm', 'provided', 'graph', 'dynamic', 'programming', 'np', 'complete', 'problem']"
SUTD,50.005,Computer System Engineering,"Topics on the engineering of computing and networking systems: design challenges; techniques for controlling complexity; operating systems and networking systems: performance; strong modularity; client-server; naming; security and privacy, atomicity and coordination of concurrent activities; user and end-to-end applications. Case studies of working systems and readings from the current literature provide comparisons and contrasts. Students will complete two design/implementation projects. At the end of the term, students will be able to:

Explain sources of complexity in computer system design, e.g. incommensurate scaling and emergent properties.
Exploit systems design principles to cope with the complexity, e.g., modularity, hierarchy, layering, indirection.
Command software tools to measure performance and understand how actual computing and network systems work.
Explain the design and implementation of real-world computing and networking (i.e., Internet) systems, e.g., DNS, HTTP, OpenSSL.
Develop programming skills to develop OS and networking tools and software. Use software tools to understand, measure, and design modern computing systems.
Implement concurrent and network programs in Java.
Explain the conceptual underpinnings of modern computing system design; apply relevant principles and techniques in conceptual problem solving.","['engineering', 'computing', 'networking', 'system', 'operating', 'system', 'networking', 'system', 'user', 'end', 'end', 'application', 'source', 'complexity', 'computer', 'system', 'design', 'complexity', 'modularity', 'performance', 'design', 'implementation', 'real', 'world', 'computing', 'networking', 'internet', 'system', 'dns', 'http', 'programming', 'develop', 'o', 'networking', 'tool', 'software', 'system', 'design', 'conceptual', 'problem', 'solving']"
SUTD,50.007,Machine Learning,"Machine learning is the study of algorithms that improve their performance at some task with experience. In this course, students will learn how machine learning has led to many innovative real-world applications. The students will also gain an in-depth understanding of a broad range of machine learning algorithms from basic to state-of-the-art, such as: naïve Bayes, logistic regression, neural networks, clustering, probabilistic graphical models, reinforcement learning and SVMs. At the end of the term, students will be able to:

Recognize the characteristics of machine learning that make it useful to real-world problems.
Explain the basic underlying concepts for supervised discriminative and generative learning.
Explain the concepts of cross-validation and regularization, be able to use them for estimation of algorithm parameters.
Characterize machine learning algorithms as supervised, semi-supervised, and unsupervised.
Have heard of a few machine learning toolboxes.
Use support vector machines.
Use regularized regression algorithms.
Explain the concept behind neural networks for learning non-linear functions.
Apply unsupervised algorithms for clustering.
Explain the foundation of generative models.
Implement the inference and learning algorithms for the hidden Markov model.
Explain the learning algorithm for hidden Markov model with latent variables.
Explain algorithms for learning Bayesian networks.
Explain reinforcement learning algorithms. List useful real-world applications of machine learning.
Implement and apply machine learning algorithms.
Choose appropriate algorithms for a variety of problems.","['machine', 'learning', 'machine', 'learning', 'machine', 'learning', 'na', 'bayes', 'logistic', 'regression', 'neural', 'network', 'clustering', 'probabilistic', 'graphical', 'model', 'reinforcement', 'learning', 'svms', 'machine', 'learning', 'generative', 'learning', 'cross', 'validation', 'regularization', 'machine', 'learning', 'algorithm', 'semi', 'supervised', 'unsupervised', 'machine', 'learning', 'support', 'vector', 'machine', 'regularized', 'regression', 'algorithm', 'neural', 'network', 'learning', 'non', 'linear', 'function', 'inference', 'learning', 'algorithm', 'hidden', 'markov', 'model', 'hidden', 'markov', 'model', 'bayesian', 'network', 'explain', 'reinforcement', 'learning', 'algorithm', 'machine', 'learning', 'machine', 'learning']"
