Query,Skill,Skill_Description,start_ind,end_ind
analysis,Business Analysis,"Business analysis is a research discipline of identifying business needs and determining solutions to business problems. Solutions often include a software-systems development component, but may also consist of process improvements, organizational change or strategic planning and policy development. The person who carries out this task is called a business analyst or BA.",[0],[17]
analysis,Root Cause Analysis,"In science and engineering, root cause analysis (RCA) is a method of problem solving used for identifying the root causes of faults or problems. It is widely used in IT operations, telecommunications, industrial process control, accident analysis, medicine, healthcare industry, etc.",[28],[47]
analysis,Systems Analysis,"Systems analysis is ""the process of studying a procedure or business in order to identify its goals and purposes and create systems and procedures that will achieve them in an efficient way"". Another view sees system analysis as a problem-solving technique that breaks down a system into its component pieces for the purpose of the studying how well those component parts work and interact to accomplish their purpose.",[0],[16]
analysis,Requirements Analysis,"In systems engineering and software engineering, requirements analysis focuses on the tasks that determine the needs or conditions to meet the new or altered product or project, taking account of the possibly conflicting requirements of the various stakeholders, analyzing, documenting, validating and managing software or system requirements.",[49],[70]
analysis,Competitive Analysis,"Competitive analysis is a method invented for analyzing online algorithms, in which the performance of an online algorithm is compared to the performance of an optimal offline algorithm that can view the sequence of requests in advance. An algorithm is competitive if its competitive ratio—the ratio between its performance and the offline algorithm's performance—is bounded. Unlike traditional worst-case analysis, where the performance of an algorithm is measured only for ""hard"" inputs, competitive analysis requires that an algorithm perform well both on hard and easy inputs, where ""hard"" and ""easy"" are defined by the performance of the optimal offline algorithm.","[0, 490]","[20, 510]"
analysis,Gap Analysis,"In management literature, gap analysis involves the comparison of actual performance with potential or desired performance. If an organization does not make the best use of current resources, or forgoes investment in capital or technology, it may produce or perform below an idealized potential. This concept is similar to an economy's production being below the production possibilities frontier.",[26],[38]
analysis,Market Analysis,"A market analysis studies the attractiveness and the dynamics of a special market within a special industry. It is part of the industry analysis and thus in turn of the global environmental analysis. Through all of these analyses, the strengths, weaknesses, opportunities and threats (SWOT) of a company can be identified. Finally, with the help of a SWOT analysis, adequate business strategies of a company will be defined. The market analysis is also known as a documented investigation of a market that is used to inform a firm's planning activities, particularly around decisions of inventory, purchase, work force expansion/contraction, facility expansion, purchases of capital equipment, promotional activities, and many other aspects of a company.","[2, 429]","[17, 444]"
analysis,Technical Analysis,"In finance, technical analysis is an analysis methodology for forecasting the direction of prices through the study of past market data, primarily price and volume. Behavioral economics and quantitative analysis use many of the same tools of technical analysis, which, being an aspect of active management, stands in contradiction to much of modern portfolio theory. The efficacy of both technical and fundamental analysis is disputed by the efficient-market hypothesis, which states that stock market prices are essentially unpredictable, and research on technical analysis has produced mixed results. As such it has been described by many academics as pseudoscience.","[12, 242, 556]","[30, 260, 574]"
analysis,Trend Analysis,"Trend analysis is the widespread practice of collecting information and attempting to spot a pattern. In some fields of study, the term ""trend analysis"" has more formally defined meanings.","[0, 137]","[14, 151]"
analysis,Quantitative Analysis,"Quantitative analysis may refer to:Quantitative research, application of mathematics and statistics in economics and marketing
Quantitative analysis (chemistry), the determination of the absolute or relative abundance of one or more substances present in a sample
Quantitative analysis of behavior, quantitative models in the experimental analysis of behavior
Mathematical psychology, an approach to psychological research using mathematical modeling of perceptual, cognitive and motor processes
Statistics, the collection, organization, analysis, interpretation and presentation of data","[0, 127, 264]","[21, 148, 285]"
analysis,Performance Analysis,"Performance analysis may refer to:Performance attribution, a technique for analysing performance of funds in finance
Profiling, the analysis of computer performance

",[0],[20]
analysis,Intelligence Analysis,"Intelligence analysis is the application of individual and collective cognitive methods to weigh data and test hypotheses within a secret socio-cultural context. The descriptions are drawn from what may only be available in the form of deliberately deceptive information; the analyst must correlate the similarities among deceptions and extract a common truth. Although its practice is found in its purest form inside national intelligence agencies, its methods are also applicable in fields such as business intelligence or competitive intelligence.",[0],[21]
analysis,Process Analysis,"Process analysis is a form of technical writing and expository writing ""designed to convey to the reader how a change takes place through a series of stages"".",[0],[16]
analysis,Business Workflow Analysis,"Business Workflow Analysis (BWA), aka Business management systems p2p, is a management tool that streamlines, automates and improves the efficiency of business procedures.",[0],[26]
analysis,Financial Statement Analysis,"Financial statement analysis is the process of reviewing and analyzing a company's financial statements to make better economic decisions to earn income in future. These statements include the income statement, balance sheet, statement of cash flows, notes to accounts and a statement of changes in equity. Financial statement analysis is a method or process involving specific techniques for evaluating risks, performance, financial health, and future prospects of an organization.","[0, 307]","[28, 335]"
analysis,Credit Analysis,"Credit analysis is the method by which one calculates the creditworthiness of a business or organization. In other words, It is the evaluation of the ability of a company to honor its financial obligations. The audited financial statements of a large company might be analyzed when it issues or has issued bonds. Or, a bank may analyze the financial statements of a small business before making or renewing a commercial loan. The term refers to either case, whether the business is large or small.",[0],[15]
analysis,Failure Mode And Effects Analysis,"Failure mode and effects analysis is the process of reviewing as many components, assemblies, and subsystems as possible to identify potential failure modes in a system and their causes and effects. For each component, the failure modes and their resulting effects on the rest of the system are recorded in a specific FMEA worksheet. There are numerous variations of such worksheets. An FMEA can be a qualitative analysis, but may be put on a quantitative basis when mathematical failure rate models are combined with a statistical failure mode ratio database. It was one of the first highly structured, systematic techniques for failure analysis. It was developed by reliability engineers in the late 1950s to study problems that might arise from malfunctions of military systems. An FMEA is often the first step of a system reliability study.",[0],[33]
analysis,Job Safety Analysis,"A job safety analysis (JSA) is a procedure which helps integrate accepted safety and health principles and practices into a particular task or job operation. In a JSA, each basic step of the job is to identify potential hazards and to recommend the safest way to do the job. Other terms used to describe this procedure are job hazard analysis (JHA) and job hazard breakdown.",[2],[21]
analysis,Applied Behavior Analysis,"Applied Behavior Analysis (ABA), also called behavioral engineering, is a scientific technique concerned with applying empirical approaches based upon the principles of respondent and operant conditioning to change behavior of social significance. It is the applied form of behavior analysis; the other two forms are radical behaviorism and the experimental analysis of behavior.",[0],[25]
analysis,Engineering Analysis,"Engineering analysis involves the application of scientific analytic principles and processes to reveal the properties and state of a system, device or mechanism under study.",[0],[20]
analysis,SQL Server Analysis Services,"Microsoft SQL Server Analysis Services, SSAS, is an online analytical processing (OLAP) and data mining tool in Microsoft SQL Server. SSAS is used as a tool by organizations to analyze and make sense of information possibly spread out across multiple databases, or in disparate tables or files. Microsoft has included a number of services in SQL Server related to business intelligence and data warehousing. These services include Integration Services, Reporting Services and Analysis Services. Analysis Services includes a group of OLAP and data mining capabilities and comes in two flavors - Multidimensional and Tabular.",[10],[38]
analysis,Portfolio Analysis,"Portfolio Analysis: Advanced topics in performance measurement, risk and attribution is an industry text written by a comprehensive selection of industry experts and edited by Timothy P. Ryan. It includes chapters from practitioners and industry authors who investigate topics under the wide umbrella of performance measurement, attribution and risk management, drawing on their own experience of the fields.",[0],[18]
analysis,Price Analysis,"In marketing, Price Analysis refers to the analysis of consumer response to theoretical prices in survey research.",[14],[28]
analysis,Qualitative Analysis,"Qualitative analysis may refer to:Qualitative research, an inquiry into the reasoning behind human behavior
Qualitative inorganic analysis, a type of chemical analysis

",[0],[20]
analysis,Job Analysis,"Job analysis is a family of procedures to identify the content of a job in terms of the activities it involves in addition to the attributes or requirements necessary to perform those activities.
Job analysis provides information to organizations that helps them determine which employees are best fit for specific jobs.","[0, 196]","[12, 208]"
analysis,Structural Analysis,"Structural analysis is the determination of the effects of loads on physical structures and their components.
Structures subject to this type of analysis include all that must withstand loads, such as buildings, bridges, aircraft and ships. Structural analysis employs the fields of applied mechanics, materials science and applied mathematics to compute a structure's deformations, internal forces, stresses, support reactions, accelerations, and stability. The results of the analysis are used to verify a structure's fitness for use, often precluding physical tests. Structural analysis is thus a key part of the engineering design of structures.","[0, 241, 570]","[19, 260, 589]"
analysis,Program Analysis,"In computer science, program analysis is the process of automatically analyzing the behavior of computer programs regarding a property such as correctness, robustness, safety and liveness. 
Program analysis focuses on two major areas: program optimization and program correctness. The first focuses on improving the program’s performance while reducing the resource usage while the latter focuses on ensuring that the program does what it is supposed to do.","[21, 190]","[37, 206]"
analysis,Object-Oriented Analysis And Design,"Object-oriented analysis and design (OOAD) is a technical approach for analyzing and designing an application, system, or business by applying object-oriented programming, as well as using visual modeling throughout the software development process to guide stakeholder communication and product quality.",[0],[35]
analysis,Failure Analysis,"Failure analysis is the process of collecting and analyzing data to determine the cause of a failure, often with the goal of determining corrective actions or liability.
According to Bloch and Geitner, machinery failures reveal a reaction chain of cause and effect… usually a deficiency commonly referred to as the symptom…”. failure analysis can save money, lives, and resources if done correctly and acted upon. It is an important discipline in many branches of manufacturing industry, such as the electronics industry, where it is a vital tool used in the development of new products and for the improvement of existing products. The failure analysis process relies on collecting failed components for subsequent examination of the cause or causes of failure using a wide array of methods, especially microscopy and spectroscopy. Nondestructive testing (NDT) methods are valuable because the failed products are unaffected by analysis, so inspection sometimes starts using these methods.","[0, 326, 637]","[16, 342, 653]"
analysis,Policy Analysis,"Policy analysis is a technique used in public administration to enable civil servants, activists, and others to examine and evaluate the available options to implement the goals of laws and elected officials. The process is also used in the administration of large organizations with complex policies. It has been defined as the process of ""determining which of various policies will achieve a given set of goals in light of the relations between the policies and the goals.""",[0],[15]
analysis,Numerical Analysis,"Numerical analysis is the study of algorithms that use numerical approximation for the problems of mathematical analysis. Numerical analysis naturally finds application in all fields of engineering and the physical sciences, but in the 21st century also the life sciences, social sciences, medicine, business and even the arts have adopted elements of scientific computations. The growth in computing power has revolutionized the use of realistic mathematical models in science and engineering, and subtle numerical analysis is required to implement these detailed models of the world. For example, ordinary differential equations appear in celestial mechanics ; numerical linear algebra is important for data analysis; stochastic differential equations and Markov chains are essential in simulating living cells for medicine and biology.","[0, 122, 506]","[18, 140, 524]"
analysis,Task Analysis,"Task analysis is the analysis of how a task is accomplished, including a detailed description of both manual and mental activities, task and element durations, task frequency, task allocation, task complexity, environmental conditions, necessary clothing and equipment, and any other unique factors involved in or required for one or more people to perform a given task.",[0],[13]
analysis,Comparative Analysis,Comparative analysis is type of analysis used in various of sciences and in different modifications:,[0],[20]
analysis,Profitability Analysis,"In cost accounting, profitability analysis is an analysis of the profitability of an organisation's output. Output of an organisation can be grouped into products, customers, locations, channels and/or transactions.",[20],[42]
analysis,Malware Analysis,"Malware analysis is the study or process of determining the functionality, origin and potential impact of a given malware sample such as a virus, worm, trojan horse, rootkit, or backdoor. Malware or malicious software is any computer software intended to harm the host operating system or to steal sensitive data from users, organizations or companies. Malware may include software that gathers user information without permission.",[0],[16]
analysis,Content Analysis,"Content analysis is the study of documents and communication artifacts, which might be texts of various formats, pictures, audio or video. Social scientists use content analysis to examine patterns in communication in a replicable and systematic manner. One of the key advantages of using content analysis to analyse social phenomena is its non-invasive nature, in contrast to simulating social experiences or collecting survey answers.","[0, 161, 289]","[16, 177, 305]"
analysis,Production Flow Analysis,"In operations management and industrial engineering, production flow analysis refers to methods which share the following characteristics:Classification of machines
Technological cycles information control
Generating a binary product-machines matrix ",[53],[77]
analysis,Log Analysis,"In computer log management and intelligence, log analysis is an art and science seeking to make sense out of computer-generated records. The process of creating such records is called data logging.",[45],[57]
analysis,Tolerance Analysis,"Tolerance analysis is the general term for activities related to the study of accumulated variation in mechanical parts and assemblies. Its methods may be used on other types of systems subject to accumulated variation, such as mechanical and electrical systems. Engineers analyze tolerances for the purpose of evaluating geometric dimensioning and tolerancing (GD&T). Methods include 2D tolerance stacks, 3D Monte Carlo simulations, and datum conversions.",[0],[18]
analysis,Inventory Analysis,Inventory analysis is the process of understanding the stock/product mix combined with the knowledge of the demand for stock/product. It is the technique to determine the optimum level of inventory for a firm.,[0],[18]
analysis,Static Program Analysis,"Static program analysis is the analysis of computer software that is performed without actually executing programs, in contrast with dynamic analysis, which is analysis performed on programs while they are executing. In most cases the analysis is performed on some version of the source code, and in the other cases, some form of the object code.",[0],[23]
analysis,Travel Cost Analysis,"The travel cost method of economic valuation, travel cost analysis, or Clawson method is a revealed preference method of economic valuation used in cost–benefit analysis to calculate the value of something that cannot be obtained through market prices. The aim of the method is to calculate willingness to pay for a constant price facility. The technique was first suggested by the statistician Harold Hotelling in a 1947 letter to the director of the National Park Service for a method to measure the benefit of recreation. The method was further refined by Trice and Wood (1958) and Clawson (1959). The technique is one approach to the estimation of a shadow price.",[46],[66]
analysis,Accident Analysis,"Accident analysis is carried out in order to determine the cause or causes of an accident so as to prevent further accidents of a similar kind. It is part of accident investigation or incident investigation. These analyses may be performed by a range of experts, including forensic scientists, forensic engineers or health and safety advisers. Accident investigators, particularly those in the aircraft industry, are colloquially known as ""tin-kickers"". Health and safety and patient safety professionals prefer using the term ""incident"" in place of the term ""accident"". Its retrospective nature means that accident analysis is primarily an exercise of directed explanation; conducted using the theories or methods the analyst has to hand, which directs the way in which the events, aspects, or features of accident phenomena are highlighted and explained.","[0, 607]","[17, 624]"
analysis,Security Analysis,"Security analysis is the analysis of tradeable financial instruments called securities. It deals with finding the proper value of individual securities. These are usually classified into debt securities, equities, or some hybrid of the two. Tradeable credit derivatives are also securities. Commodities or futures contracts are not securities. They are distinguished from securities by the fact that their performance is not dependent on the management or activities of an outside or third party. Options on these contracts are however considered securities, since performance is now dependent on the activities of a third party. The definition of what is and what is not a security comes directly from the language of a United States Supreme Court decision in the case of SEC v. W. J. Howey Co.. Security analysis for the purpose to state the effective value of an enterprise is typically based on the examination of fundamental business factors such as financial statements, going concern, business strategy and forecasts.","[0, 797]","[17, 814]"
analysis,Scenario Analysis,"Scenario analysis is a process of analyzing future events by considering alternative possible outcomes. Thus, scenario analysis, which is one of the main forms of projection, does not try to show one exact picture of the future. Instead, it presents several alternative future developments. Consequently, a scope of possible future outcomes is observable. Not only are the outcomes observable, also the development paths leading to the outcomes. In contrast to prognoses, the scenario analysis is not based on extrapolation of the past or the extension of past trends. It does not rely on historical data and does not expect past observations to remain valid in the future. Instead, it tries to consider possible developments and turning points, which may only be connected to the past. In short, several scenarios are fleshed out in a scenario analysis to show possible future outcomes. Each scenario normally combines optimistic, pessimistic, and more and less probable developments. However, all aspects of scenarios should be plausible. Although highly discussed, experience has shown that around three scenarios are most appropriate for further discussion and selection. More scenarios risks making the analysis overly complicated. Scenarios are often confused with other tools and approaches to planning. The flowchart to the right provides a process for classifying a phenomenon as a scenario in the intuitive logics tradition.","[0, 110, 476, 836]","[17, 127, 493, 853]"
analysis,Transferable Skills Analysis,"Transferable skills analysis is a set of tests or logic to determine what positions a person may fill if their previous position(s) no longer exists in the local job market, or they can no longer perform their last position(s). An informal transferable skills analysis can be performed with the help of a career counselor, career portfolio or a career planning article or book. Transferable skills are determined by analyzing past accomplishments or experience. For instance, a stay-at-home parent and homemaker might find they have skills in budgeting, child development, food services, property management, and so on.","[0, 240]","[28, 268]"
analysis,Performance Systems Analysis,"Behavioral systems analysis (BSA), or performance systems analysis, applies behavior analysis and systems analysis to human performance in organizations. BSA is directly related to performance management and organizational behavior management.",[38],[66]
analysis,Spend Analysis,"Spend Analysis or Spend Analytics is the process of collecting, cleansing, classifying and analyzing expenditure data with the purpose of decreasing procurement costs, improving efficiency, and monitoring controls and compliance. It can also be leveraged in other areas of business such as inventory management, contract management, complex sourcing, supplier management, budgeting, planning, and product development.",[0],[14]
analysis,Analysis Of Variance (ANOVA),"Analysis of variance (ANOVA) is a collection of statistical models and their associated estimation procedures used to analyze the differences among means. ANOVA was developed by the statistician Ronald Fisher. ANOVA is based on the law of total variance, where the observed variance in a particular variable is partitioned into components attributable to different sources of variation. In its simplest form, ANOVA provides a statistical test of whether two or more population means are equal, and therefore generalizes the t-test beyond two means.",[0],[28]
analysis,Thermal Analysis,"Thermal analysis is a branch of materials science where the properties of materials are studied as they change with temperature. Several methods are commonly used – these are distinguished from one another by the property which is measured:Dielectric thermal analysis): dielectric permittivity and loss factor
Differential thermal analysis: temperature difference versus temperature or time
Differential scanning calorimetry: heat flow changes versus temperature or time
Dilatometry: volume changes with temperature change
Dynamic mechanical analysis: measures storage modulus (stiffness) and loss modulus (damping) versus temperature, time and frequency
Evolved gas analysis: analysis of gases evolved during heating of a material, usually decomposition products
Laser flash analysis: thermal diffusivity and thermal conductivity
Thermogravimetric analysis: mass change versus temperature or time
Thermomechanical analysis: dimensional changes versus temperature or time
Thermo-optical analysis: optical properties
Derivatography: A complex method in thermal analysis","[0, 251, 323, 1052]","[16, 267, 339, 1068]"
analysis,Comprehensive Capital Analysis And Review (CCAR),"Comprehensive Capital Analysis and Review (CCAR) is a United States regulatory framework introduced by the Federal Reserve to assess, regulate, and supervise large banks and financial institutions – collectively referred to in the framework as bank holding companies (BHCs).",[0],[48]
analysis,Decision Analysis,"Decision analysis (DA) is the discipline comprising the philosophy, methodology, and professional practice necessary to address important decisions in a formal manner. Decision analysis includes many procedures, methods, and tools for identifying, clearly representing, and formally assessing important aspects of a decision; for prescribing a recommended course of action by applying the maximum expected-utility axiom to a well-formed representation of the decision; and for translating the formal representation of a decision and its corresponding recommendation into insight for the decision maker, and other corporate and non-corporate stakeholders.","[0, 168]","[17, 185]"
analysis,Spatial Analysis,"Spatial analysis or spatial statistics includes any of the formal techniques which studies entities using their topological, geometric, or geographic properties. Spatial analysis includes a variety of techniques, many still in their early development, using different analytic approaches and applied in fields as diverse as astronomy, with its studies of the placement of galaxies in the cosmos, to chip fabrication engineering, with its use of ""place and route"" algorithms to build complex wiring structures. In a more restricted sense, spatial analysis is the technique applied to structures at the human scale, most notably in the analysis of geographic data.","[0, 162, 538]","[16, 178, 554]"
analysis,Sensitivity Analysis,"Sensitivity analysis is the study of how the uncertainty in the output of a mathematical model or system can be divided and allocated to different sources of uncertainty in its inputs. A related practice is uncertainty analysis, which has a greater focus on uncertainty quantification and propagation of uncertainty; ideally, uncertainty and sensitivity analysis should be run in tandem.","[0, 342]","[20, 362]"
analysis,Image Analysis,Image analysis is the extraction of meaningful information from images; mainly from digital images by means of digital image processing techniques. Image analysis tasks can be as simple as reading bar coded tags or as sophisticated as identifying a person from their face.,"[0, 148]","[14, 162]"
analysis,Factor Analysis,"Factor analysis is a statistical method used to describe variability among observed, correlated variables in terms of a potentially lower number of unobserved variables called factors. For example, it is possible that variations in six observed variables mainly reflect the variations in two unobserved (underlying) variables. Factor analysis searches for such joint variations in response to unobserved latent variables. The observed variables are modelled as linear combinations of the potential factors, plus ""error"" terms.","[0, 327]","[15, 342]"
analysis,Water Chemistry Analysis,"Water chemistry analyses are carried out to identify and quantify the chemical components and properties of water samples. The type and sensitivity of the analysis depends on the purpose of the analysis and the anticipated use of the water.
Chemical water analysis is carried out on water used in industrial processes, on waste-water stream, on rivers and stream, on rainfall and on the sea. In all cases the results of the analysis provides information that can be used to make decisions or to provide re-assurance that conditions are as expected.
The analytical parameters selected are chosen to be appropriate for the decision making process or to establish acceptable normality.
Water chemistry analysis is often the groundwork of studies of water quality, pollution, hydrology and geothermal waters.
Analytical methods routinely used can detect and measure all the natural elements and their inorganic compounds and a very wide range of organic chemical species using methods such as gas chromatography and mass spectrometry. In water treatment plants producing drinking water and in some industrial processes using products with distinctive taste and odours, specialised organoleptic methods may be used to detect smells at very low concentrations.",[683],[707]
analysis,Stakeholder Analysis,"Stakeholder analysis is the process of assessing a system and potential changes to it as they relate to relevant and interested parties (stakeholders). This information is used to assess how the interests of those stakeholders should be addressed in a project plan, policy, program, or other action. Stakeholder analysis is a key part of stakeholder management. A stakeholder analysis of an issue consists of weighing and balancing all of the competing demands on a firm by each of those who have a claim on it, in order to arrive at the firm's obligation in a particular case. A stakeholder analysis does not preclude the interests of the stakeholders overriding the interests of the other stakeholders affected, but it ensures that all affected will be considered.","[0, 300, 364, 580]","[20, 320, 384, 600]"
analysis,Site Analysis,"Site analysis is a preliminary phase of architectural and urban design processes dedicated to the study of the climatic, geographical, historical, legal, and infrastructural context of a specific site.",[0],[13]
analysis,Traffic Analysis,"Traffic analysis is the process of intercepting and examining messages in order to deduce information from patterns in communication, which can be performed even when the messages are encrypted. In general, the greater the number of messages observed, or even intercepted and stored, the more can be inferred from the traffic. Traffic analysis can be performed in the context of military intelligence, counter-intelligence, or pattern-of-life analysis, and is a concern in computer security.","[0, 327]","[16, 343]"
analysis,Static Timing Analysis,Static timing analysis (STA) is a simulation method of computing the expected timing of a digital circuit without requiring a simulation of the full circuit.,[0],[22]
analysis,Training Analysis,Training Analysis is the process of identifying the gap in employee training and related training needs.,[0],[17]
analysis,Situation Analysis,"Situation analysis refers to a collection of methods that managers use to analyze an organization's internal and external environment to understand the organization's capabilities, customers, and business environment. The situation analysis consists of several methods of analysis: The 5Cs Analysis, SWOT analysis and Porter five forces analysis. A Marketing Plan is created to guide businesses on how to communicate the benefits of their products to the needs of potential customer. The situation analysis is the second step in the marketing plan and is a critical step in establishing a long term relationship with customers.","[0, 222, 488]","[18, 240, 506]"
analysis,Fault Tree Analysis,"Fault tree analysis (FTA) is a top-down, deductive failure analysis in which an undesired state of a system is analyzed using Boolean logic to combine a series of lower-level events. This analysis method is mainly used in safety engineering and reliability engineering to understand how systems can fail, to identify the best ways to reduce risk and to determine event rates of a safety accident or a particular system level (functional) failure. FTA is used in the aerospace, nuclear power, chemical and process, pharmaceutical, petrochemical and other high-hazard industries; but is also used in fields as diverse as risk factor identification relating to social service system failure. FTA is also used in software engineering for debugging purposes and is closely related to cause-elimination technique used to detect bugs.",[0],[19]
analysis,Dynamic Program Analysis,"Dynamic program analysis is the analysis of computer software that is performed by executing programs on a real or virtual processor. For dynamic program analysis to be effective, the target program must be executed with sufficient test inputs to cover almost all possible outputs. Use of software testing measures such as code coverage helps ensure that an adequate slice of the program's set of possible behaviors has been observed. Also, care must be taken to minimize the effect that instrumentation has on the execution of the target program. Dynamic analysis is in contrast to static program analysis. Unit tests, integration tests, system tests and acceptance tests use dynamic testing.","[0, 138]","[24, 162]"
analysis,Exploratory Data Analysis,"In statistics, exploratory data analysis is an approach to analyzing data sets to summarize their main characteristics, often using statistical graphics and other data visualization methods. A statistical model can be used or not, but primarily EDA is for seeing what the data can tell us beyond the formal modeling or hypothesis testing task. Exploratory data analysis was promoted by John Tukey to encourage statisticians to explore the data, and possibly formulate hypotheses that could lead to new data collection and experiments. EDA is different from initial data analysis (IDA), which focuses more narrowly on checking assumptions required for model fitting and hypothesis testing, and handling missing values and making transformations of variables as needed. EDA encompasses IDA.","[15, 344]","[40, 369]"
analysis,Data-Flow Analysis,Data-flow analysis is a technique for gathering information about the possible set of values calculated at various points in a computer program. A program's control flow graph (CFG) is used to determine those parts of a program to which a particular value assigned to a variable might propagate. The information gathered is often used by compilers when optimizing a program. A canonical example of a data-flow analysis is reaching definitions.,"[0, 400]","[18, 418]"
analysis,SWOT Analysis,"SWOT analysis is a strategic planning technique used to help a person or organization identify strengths, weaknesses, opportunities, and threats related to business competition or project planning.",[0],[13]
analysis,Environmental Analysis,"Environmental analysis is the use of analytical chemistry and other techniques to study the environment. The purpose of this is commonly to monitor and study levels of pollutants in the atmosphere, rivers and other specific settings. Other environmental analysis techniques include biological surveys or biosurvey, soil analysis or soil test, vegetation surveys and tree identification, and remote sensing which uses satellite imagery to assess the environment on different spatial scales.","[0, 240]","[22, 262]"
analysis,Cluster Analysis,"Cluster analysis or clustering is the task of grouping a set of objects in such a way that objects in the same group are more similar to each other than to those in other groups (clusters). It is a main task of exploratory data analysis, and a common technique for statistical data analysis, used in many fields, including pattern recognition, image analysis, information retrieval, bioinformatics, data compression, computer graphics and machine learning.",[0],[16]
analysis,Transactional Analysis,"Transactional analysis (TA) is a psychoanalytic theory and method of therapy wherein social transactions are analyzed to determine the ego state of the communicator as a basis for understanding behavior. In transactional analysis, the communicator is taught to alter the ego state as a way to solve emotional problems. The method deviates from Freudian psychoanalysis which focuses on increasing awareness of the contents of subconsciously held ideas. Eric Berne developed the concept and paradigm of transactional analysis in the late 1950s.","[0, 207, 501]","[22, 229, 523]"
analysis,Oil Analysis,"Oil analysis (OA) is the laboratory analysis of a lubricant's properties, suspended contaminants, and wear debris. OA is performed during routine predictive maintenance to provide meaningful and accurate information on lubricant and machine condition. By tracking oil analysis sample results over the life of a particular machine, trends can be established which can help eliminate costly repairs. The study of wear in machinery is called tribology. Tribologists often perform or interpret oil analysis data.","[0, 264, 490]","[12, 276, 502]"
analysis,Protocol Analysis,"Protocol analysis is a psychological research method that elicits verbal reports from research participants. Protocol analysis is used to study thinking in cognitive psychology, cognitive science, and behavior analysis. It has found further application in the design of surveys and interviews, usability testing, educational psychology and design research.","[0, 109]","[17, 126]"
analysis,Survival Analysis,"Survival analysis is a branch of statistics for analyzing the expected duration of time until one or more events happen, such as death in biological organisms and failure in mechanical systems. This topic is called reliability theory or reliability analysis in engineering, duration analysis or duration modelling in economics, and event history analysis in sociology. Survival analysis attempts to answer certain questions, such as what is the proportion of a population which will survive past a certain time? Of those that survive, at what rate will they die or fail? Can multiple causes of death or failure be taken into account? How do particular circumstances or characteristics increase or decrease the probability of survival?","[0, 369]","[17, 386]"
analysis,Architecture Analysis,"The Architecture Analysis & Design Language (AADL) is an architecture description language standardized by SAE. AADL was first developed in the field of avionics, and was known formerly as the Avionics Architecture Description Language.",[4],[25]
analysis,Structured Analysis,"In software engineering, structured analysis (SA) and structured design (SD) are methods for analyzing business requirements and developing specifications for converting practices into computer programs, hardware configurations, and related manual procedures.",[25],[44]
analysis,Link Analysis,"In network theory, link analysis is a data-analysis technique used to evaluate relationships (connections) between nodes. Relationships may be identified among various types of nodes (objects), including organizations, people and transactions. Link analysis has been used for investigation of criminal activity, computer security analysis, search engine optimization, market research, medical research, and art.","[19, 244]","[32, 257]"
analysis,Sensory Analysis,"Sensory analysis is a scientific discipline that applies principles of experimental design and statistical analysis to the use of human senses for the purposes of evaluating consumer products. The discipline requires panels of human assessors, on whom the products are tested, and recording the responses made by them. By applying statistical techniques to the results it is possible to make inferences and insights about the products under test. Most large consumer goods companies have departments dedicated to sensory analysis. 
Sensory analysis can mainly be broken down into three sub-sections:Analytical testing 
Affective testing 
Perception ","[0, 513, 532]","[16, 529, 548]"
analysis,Particle Size Analysis,"Particle size analysis, particle size measurement, or simply particle sizing is the collective name of the technical procedures, or laboratory techniques which determines the size range, and/or the average, or mean size of the particles in a powder or liquid sample.",[0],[22]
analysis,Multivariate Analysis,"Multivariate analysis (MVA) is based on the principles of multivariate statistics, which involves observation and analysis of more than one statistical outcome variable at a time. Typically, MVA is used to address the situations where multiple measurements are made on each experimental unit and the relations among these measurements and their structures are important. A modern, overlapping categorization of MVA includes:Normal and general multivariate models and distribution theory
The study and measurement of relationships
Probability computations of multidimensional regions
The exploration of data structures and patterns",[0],[21]
analysis,Organizational Analysis,"In organizational theory, organizational analysis or industrial analysis is the process of reviewing the development, work environment, personnel, and operation of a business or another type of association. This review is often performed in response to crisis, but may also be carried out as part of a demonstration project, in the process of taking a program to scale, or in the course of regular operations. Conducting a periodic detailed organizational analysis can be a useful way for management to identify problems or inefficiencies that have arisen in the organization but have yet to be addressed, and develop strategies for resolving them.","[26, 441]","[49, 464]"
analysis,Life-Cycle Cost Analysis,"Life-cycle cost analysis (LCCA) is a tool to determine the most cost-effective option among different competing alternatives to purchase, own, operate, maintain and, finally, dispose of an object or process, when each is equally appropriate to be implemented on technical grounds. For example, for a highway pavement, in addition to the initial construction cost, LCCA takes into account all the user costs,, and agency costs related to future activities, including future periodic maintenance and rehabilitation. All the costs are usually discounted and total to a present-day value known as net present value (NPV). This example can be generalized on any type of material, product, or system.",[0],[24]
analysis,Seismic Analysis,"Seismic analysis is a subset of structural analysis and is the calculation of the response of a building structure to earthquakes. It is part of the process of structural design, earthquake engineering or structural assessment and retrofit in regions where earthquakes are prevalent.",[0],[16]
analysis,Sentiment Analysis,"Sentiment analysis is the use of natural language processing, text analysis, computational linguistics, and biometrics to systematically identify, extract, quantify, and study affective states and subjective information. Sentiment analysis is widely applied to voice of the customer materials such as reviews and survey responses, online and social media, and healthcare materials for applications that range from marketing to customer service to clinical medicine.","[0, 221]","[18, 239]"
